label,workload,concurrency,max_num_batched_tokens,max_num_seqs,status,ok,fail,rps,wall_time_s,summ_p50_s,summ_p90_s,summ_p99_s,summ_mean_s,overall_n,overall_p50,overall_p90,overall_p99,overall_mean,short_n,short_p50,short_p90,short_p99,short_mean,long_n,long_p50,long_p90,long_p99,long_mean
FAIR,mix_50_50.jsonl,32,4096,80,ok,200,0,4.96475104234859,40.28399375800109,6.145473216000028,11.623627879900775,13.343098131090628,6.376935105060029,200,6.145473216000028,11.623627879900775,13.343098131090628,6.376935105060029,108,4.698167146500055,8.986307898799708,12.196772871669744,5.294112855953784,92,6.764740886500476,12.35894643240008,13.501272817350074,7.648074267054318
FAIR,mix_50_50.jsonl,32,6144,80,ok,200,0,4.848197845515217,41.252441912,6.07712003549932,11.171567133999996,12.874704477579508,6.518694905210041,200,6.07712003549932,11.171567133999996,12.874704477579508,6.518694905210041,108,4.6724175344998,9.520353254899964,10.6687097366504,5.319548178324112,92,7.775989903000664,11.628535081299017,12.916491747400306,7.926388888945696
FAIR,mix_50_50.jsonl,32,8192,80,ok,200,0,4.745859641768271,42.141996413000015,6.665802414999234,11.688778387000458,13.332382347279706,6.665805460859993,200,6.665802414999234,11.688778387000458,13.332382347279706,6.665805460859993,108,4.424286530000245,9.958120240499374,10.986636106399892,5.042346833157421,92,7.206888340499972,11.983177799999975,13.6645779491509,8.57160471946736
FAIR,mix_50_50.jsonl,32,512,96,ok,200,0,4.35589017645794,45.91483988300024,7.364275326000097,10.918944723799177,12.685854750540038,6.903199832594928,200,7.364275326000097,10.918944723799177,12.685854750540038,6.903199832594928,108,6.388105736000398,9.73659669630033,11.623441986619255,5.948590040749928,92,7.924408508500164,11.670841899899097,12.859511853391108,8.02382871867384
FAIR,mix_50_50.jsonl,32,768,96,ok,200,0,4.4934403470219175,44.50932571799967,7.226775899499444,10.671966462600356,12.429099579080974,6.76460654755505,200,7.226775899499444,10.671966462600356,12.429099579080974,6.76460654755505,108,6.08653070299988,9.479461098901083,11.626646561929007,5.894830341768519,92,7.813504463000754,11.398067045100106,12.709388252270363,7.785648180434889
FAIR,mix_50_50.jsonl,32,1024,96,ok,200,0,4.6377442665104365,43.12441318600031,7.097403089500403,10.25296663909976,12.143312304018616,6.622350515749904,200,7.097403089500403,10.25296663909976,12.143312304018616,6.622350515749904,108,5.862556005999977,9.192835910000758,11.32758955736979,5.759123272685041,92,7.611956585999906,11.005565715999364,12.52083281407966,7.635704235869525
FAIR,mix_50_50.jsonl,32,1536,96,ok,200,0,4.931036399329271,40.55942479499936,6.55261062450063,9.76409591370011,12.53186101491952,6.304234171564949,200,6.55261062450063,9.76409591370011,12.53186101491952,6.304234171564949,108,6.244106920499689,9.136553013400771,10.705148827060166,5.202919105564736,92,7.5656212994999805,11.105594017700424,12.814987943411,7.59708229252172
FAIR,mix_50_50.jsonl,32,2048,96,ok,200,0,5.181472593844904,38.599065492999216,5.567259620000186,10.21636432709929,12.796616869370444,6.040992016645032,200,5.567259620000186,10.21636432709929,12.796616869370444,6.040992016645032,108,4.629644330000701,9.35535666720043,11.408356536240603,5.054264185990784,92,6.703596242999993,10.819453164699736,12.9067685751492,7.199324687413062
FAIR,mix_50_50.jsonl,32,3072,96,ok,200,0,5.048817178776528,39.613238689000354,5.626086096000108,12.00461209190016,14.27053962387066,6.11926605811509,200,5.626086096000108,12.00461209190016,14.27053962387066,6.11926605811509,108,4.348846966000565,9.123028204800711,13.62219695680982,5.0632400040280015,92,5.972085203498864,13.078395107601136,14.739809393189008,7.358948817260803
FAIR,mix_50_50.jsonl,32,4096,96,ok,200,0,4.915621065739284,40.686618705,6.062215638999078,12.06735233999989,14.201671408190013,6.343992027654958,200,6.062215638999078,12.06735233999989,14.201671408190013,6.343992027654958,108,4.22212683700036,9.78484980649936,12.491744066940932,5.130639655046303,92,7.061541226499685,13.06331351399931,14.380235112321028,7.768362204195554
FAIR,mix_50_50.jsonl,32,6144,96,ok,200,0,4.853245725472915,41.20953508499952,6.498705734000396,10.066362199700052,12.622812619800458,6.527554782725002,200,6.498705734000396,10.066362199700052,12.622812619800458,6.527554782725002,108,5.389539368500664,9.325517574399964,9.533743053409252,5.518027391814754,92,6.966516782499639,11.48931773060067,13.08889367660997,7.712652154663117
FAIR,mix_50_50.jsonl,32,8192,96,ok,200,0,4.735603761740555,42.23326318300133,6.354667369500021,12.062962439599689,12.966990810309907,6.677738471175044,200,6.354667369500021,12.062962439599689,12.966990810309907,6.677738471175044,108,4.9628619495006205,10.488754272299412,11.432315246829369,5.175795879370374,92,6.850017949000176,12.30832438250036,13.150950692140947,8.44088847025009
FAIR,mix_50_50.jsonl,32,512,128,ok,200,0,4.367983961660942,45.78771391000009,7.347648737500094,10.766542158800076,12.618922509739368,6.868765917709916,200,7.347648737500094,10.766542158800076,12.618922509739368,6.868765917709916,108,6.364523171500878,9.751570585899207,11.782807199951293,5.977800512240601,92,7.899166957000489,11.018174620600622,12.684902236220315,7.914681828478241
FAIR,mix_50_50.jsonl,32,768,128,ok,200,0,4.495699025883486,44.48696383999959,7.195046304999778,10.649128844699224,12.43662618678838,6.781711996509885,200,7.195046304999778,10.649128844699224,12.43662618678838,6.781711996509885,108,6.095952071999818,9.48146085259923,11.526853358640365,5.886451086638789,92,7.79088941900045,11.369448098799332,12.592382448129667,7.83267045592378
FAIR,mix_50_50.jsonl,32,1024,128,ok,200,0,4.627191281056184,43.222764707999886,7.055183524999848,10.377507785801573,12.599269273561273,6.62877185891004,200,7.055183524999848,10.377507785801573,12.599269273561273,6.62877185891004,108,5.99582520650074,9.34705059690077,11.447294914829522,5.77112854002782,92,7.646334412000215,11.013268233500275,12.973487446829388,7.635570537597864
FAIR,mix_50_50.jsonl,32,1536,128,ok,200,0,4.930590472761271,40.56309302199952,6.670753581500321,9.782727142300608,12.5198014090797,6.297450120110061,200,6.670753581500321,9.782727142300608,12.5198014090797,6.297450120110061,108,6.23822568200012,8.916272827199645,10.914505423829192,5.182715359027834,92,7.558054487000845,11.09817599729977,12.599871623670609,7.60605179616311
FAIR,mix_50_50.jsonl,32,2048,128,ok,200,0,5.185159924756668,38.57161647900102,5.549617343500358,10.428955470500478,12.636956637400834,6.036296521504955,200,5.549617343500358,10.428955470500478,12.636956637400834,6.036296521504955,108,4.6468066204988645,9.639394262199858,11.669707717459584,5.103038785259219,92,6.814267441500306,10.782941632499933,12.832543959970772,7.131859951010819
FAIR,mix_50_50.jsonl,32,3072,128,ok,200,0,5.076755864217383,39.39523690900023,5.600987710499794,11.547766565199709,14.45626240100886,6.174540843174945,200,5.600987710499794,11.547766565199709,14.45626240100886,6.174540843174945,108,3.9935596599989367,9.232146975699823,12.803760329010911,5.092728468425911,92,7.056998439500603,13.073257773300432,14.907306647879633,7.44449450048903
FAIR,mix_50_50.jsonl,32,4096,128,ok,200,0,4.954709104409408,40.365639190000365,6.058967223999389,11.434181714400074,12.921135735640146,6.348902015409967,200,6.058967223999389,11.434181714400074,12.921135735640146,6.348902015409967,108,4.418379772499975,9.05813604680097,11.623253918940009,5.239162447731444,92,7.291988874999333,12.25694753520129,12.991521586269393,7.651639768771711
FAIR,mix_50_50.jsonl,32,6144,128,ok,200,0,4.847778210125372,41.25601282300158,6.459921720500461,11.422443125799507,13.10750632174031,6.549749138680072,200,6.459921720500461,11.422443125799507,13.10750632174031,6.549749138680072,108,4.985013080500721,10.04897955489978,10.616774577009563,5.235553203527784,92,6.909760023500894,11.89938613130089,13.237348398789766,8.092500888641453
FAIR,mix_50_50.jsonl,32,8192,128,ok,200,0,4.772023431856471,41.9109425709994,6.436959039999238,11.666410594299668,13.404224551389945,6.640977639435087,200,6.436959039999238,11.666410594299668,13.404224551389945,6.640977639435087,108,4.867562168999939,8.871035951399971,11.0750571575508,5.3800162119538175,92,6.861329698999725,12.44649575819858,13.498935556569853,8.121236706478316
